date,ndwi_mean,ndwi_median,ndti_mean,ndti_median,ndci_mean,ndci_median
2021-09-25 16:15:36.049,0.25795239210128784,0.5057034492492676,-0.12155971676111221,-0.11879049986600876,0.073870450258255,0.05982905998826027
2021-09-30 16:15:46.408,0.3709936887025833,0.5787445902824402,-0.17767911031842232,-0.19082381948828697,0.02611001953482628,0.022919938899576664
2021-10-10 16:15:49.255,0.4223645826180776,0.6147083838780721,-0.20093143234650293,-0.22370710720618567,0.012859179948767027,-0.001268504187464714
2021-10-15 16:15:52.418,0.5511912604173025,0.720751961072286,-0.27316869298617047,-0.3036869963010152,-0.028109789515535038,-0.0382049884647131
2021-10-20 16:15:48.549,0.5019387404123942,0.668115903933843,-0.2622172435124715,-0.29676970342795056,-0.01928262272849679,-0.040235367914040886
2021-11-09 16:15:32.334,0.3921032299598058,0.4456872896601756,-0.2253921627998352,-0.22455148647228876,0.0070017422549426556,-0.009267905106147131
2021-11-14 16:15:33.725,0.34998950858910877,0.40848596456150216,-0.20075923204421997,-0.21345602224270502,0.016077958202610414,-0.006048545241355896
2021-11-24 16:15:32.481,0.31188025573889416,0.37274899644156295,-0.17389595011870065,-0.16280435274044672,0.03210845155020555,0.011348258703947067
2021-11-29 16:15:27.970,0.3546308179696401,0.6103076736132304,-0.19644562403361002,-0.22353356579939523,0.011926969047635794,-0.00785542962451776
2021-12-04 16:15:46.303,0.3137444853782654,0.5928288698196411,-0.1901975373427073,-0.21630057195822397,0.01330026068414251,-0.001561989386876424
2021-12-19 16:15:41.306,0.35398141543070477,0.6218347251415253,-0.22100883225599924,-0.2604667395353317,-0.0027462771783272424,-0.014932019946475824
2021-12-24 16:15:48.350,0.41954312721888226,0.6741223037242889,-0.25515564282735187,-0.3099277963240941,-0.025358406361192465,-0.03660235833376646
2021-12-29 16:15:28.178,0.3692998190720876,0.4483676056067149,-0.2310730218887329,-0.23616094142198563,-0.0124152732702593,-0.031121694172422092
2022-01-03 16:15:34.106,0.273369616518418,0.2609054818749428,-0.1846098800500234,-0.17263790468374887,-0.001786064977447192,-0.024126023054122925
2022-01-08 16:15:28.466,0.16795249407490095,0.03665985415379206,-0.12789055705070496,-0.06886698802312215,0.021738406736403704,-0.0031156415740648904
2022-01-13 16:15:47.951,0.23221193378170332,0.2611348405480385,-0.1598462462425232,-0.1524966930349668,0.007486202288419008,-0.01884613838046789
2022-01-18 16:15:27.830,0.28559233744939166,0.2698688904444377,-0.18561508258183798,-0.15802631278832754,-0.011422283481806517,-0.026584531491001446
