date,ndwi_mean,ndwi_median,ndti_mean,ndti_median,ndci_mean,ndci_median,month
2024-05-02 16:15:35.287,0.09838844835758209,-0.03344709798693657,-0.10207155346870422,-0.05030181258916855,0.03515822812914848,0.003050927072763443,5
2024-05-02 16:15:49.847,0.26142966747283936,0.3919999897480011,-0.19257287681102753,-0.23101776838302612,0.01886678673326969,-0.0016409583622589707,5
2024-05-07 16:15:33.233,0.050712455064058304,-0.03846755623817444,-0.07296887785196304,-0.038613468408584595,0.04948042705655098,0.015555213205516338,5
2024-05-07 16:15:47.787,0.20142194628715515,0.3008130192756653,-0.15372347831726074,-0.1744185984134674,0.024562200531363487,0.004790604114532471,5
2024-05-22 16:15:31.815,0.12799322605133057,0.3036342263221741,-0.10319654643535614,-0.14957983791828156,0.030438914895057678,-0.0021691974252462387,5
2024-05-27 16:15:32.301,0.0690731406211853,-0.0654788389801979,-0.0917917788028717,-0.02935420721769333,0.036707181483507156,0.015996774658560753,5
2024-05-27 16:15:46.847,0.13214370608329773,0.22025913000106812,-0.11941027641296387,-0.1387387365102768,0.03163648769259453,0.011734028346836567,5
2024-07-21 16:15:48.531,0.23995831608772278,0.31168830394744873,-0.16983464360237122,-0.196891188621521,0.09672814607620239,0.08650518953800201,7
2024-09-19 16:15:33.326,0.2906660735607147,0.5121074914932251,-0.11788758635520935,-0.1371428519487381,0.06806830316781998,0.04997388273477554,9
2024-09-29 16:15:49.137,0.3667571544647217,0.4953846037387848,-0.16376926004886627,-0.18134714663028717,0.08711094409227371,0.0731707289814949,9
2024-10-14 16:15:31.884,0.09571904689073563,0.029999999329447746,-0.06217382103204727,-0.04838709533214569,0.08490812033414841,0.07377049326896667,10
2024-10-14 16:15:46.435,0.20836633443832397,0.3461538553237915,-0.10234878212213516,-0.11282051354646683,0.0704202726483345,0.058394160121679306,10
2024-10-24 16:15:33.134,0.12493088096380234,-0.045848824083805084,-0.028298269957304,-0.010989011265337467,0.07236307859420776,0.05057675391435623,10
2024-10-24 16:15:47.693,0.2543652355670929,0.42148759961128235,-0.07630109786987305,-0.08771929889917374,0.06112580746412277,0.04335397854447365,10
2024-10-29 16:15:47.601,0.3065303862094879,0.46590909361839294,-0.08984670788049698,-0.09919571131467819,0.029892679303884506,0.009803921915590763,10
2024-11-13 16:15:28.109,0.07471629232168198,0.06389301270246506,-0.06215672567486763,-0.06060606241226196,0.06960978358983994,0.05032822862267494,11
2024-11-18 16:15:32.147,0.12125573307275772,-0.06617100536823273,-0.050368987023830414,-0.014173228293657303,0.06942138820886612,0.0431436263024807,11
2024-11-23 16:15:33.317,0.1852552890777588,-0.08110781759023666,-0.08188404142856598,-0.019718309864401817,0.03537125140428543,0.018041236326098442,11
2024-11-23 16:15:47.874,0.32724371552467346,0.5584415793418884,-0.14227555692195892,-0.1736263781785965,-0.023763561621308327,-0.0559440553188324,11
2024-11-28 16:15:45.296,0.40445786714553833,0.625,-0.17764966189861298,-0.2239583283662796,0.0021927685011178255,-0.021276595070958138,11
2024-12-03 16:15:33.114,0.13430508971214294,-0.12944921851158142,-0.07907015085220337,-0.0018975331913679838,0.03125974163413048,0.026097271591424942,12
2024-12-03 16:15:47.669,0.25220799446105957,0.48591548204421997,-0.13321185111999512,-0.1769547313451767,0.01004713959991932,-0.028169013559818268,12
2024-12-13 16:15:33.709,0.16693933308124542,-0.10642202198505402,-0.09143776446580887,-0.007751937955617905,0.017735039815306664,0.019395867362618446,12
2024-12-13 16:15:48.262,0.32918423414230347,0.6262626051902771,-0.15188340842723846,-0.20588235557079315,0.0003697521169669926,-0.039393939077854156,12
2024-12-18 16:15:45.726,0.36185532808303833,0.6538461446762085,-0.18432089686393738,-0.22989808022975922,0.022671101614832878,0.0,12
2024-12-23 16:15:48.465,0.33464744687080383,0.6186046600341797,-0.1850079894065857,-0.24112607538700104,-0.004521212074905634,-0.03750000149011612,12
