date,ndwi_mean,ndwi_median,ndti_mean,ndti_median,ndci_mean,ndci_median
2024-05-02 16:15:35.287,-0.19406898319721222,-0.22104144096374512,0.021358460187911987,0.041636232286691666,0.09159227460622787,0.07977576553821564
2024-05-02 16:15:49.847,-0.07282566465437412,-0.1554529070854187,-0.030725587159395218,0.01703739771619439,0.07182881608605385,0.05737856402993202
2024-05-07 16:15:33.233,-0.10195805256565411,-0.17634246746699014,-0.01906308097143968,0.023783286722997826,0.07717332243919373,0.06333899994691213
2024-05-07 16:15:47.787,-0.019252173602581024,-0.11473255356152852,-0.05414371999601523,-0.0015662694349884987,0.06250631188352902,0.04444175337751707
2024-05-22 16:15:31.815,-0.0961587093770504,-0.15912804504235586,-0.02133420140792926,0.012361053377389908,0.0747867114841938,0.05866893256704012
2024-05-27 16:15:32.301,-0.11281648402412732,-0.16348986824353537,-0.012533745107551416,0.014897757520278295,0.0744753268857797,0.058517102152109146
2024-05-27 16:15:46.847,-0.15043277790149054,-0.19124033053716025,0.005637011490762234,0.028032966579000156,0.07995545367399852,0.06380121782422066
2024-07-21 16:15:48.531,-0.08105466949443023,-0.0978103627761205,-0.015627564241488773,0.0012012862910827,0.0887055645386378,0.07247439151008923
2024-09-19 16:15:33.326,-0.06476756123205026,-0.07976419727007548,-0.028871466405689716,-0.012320998745659987,0.09274375438690186,0.075108519444863
2024-09-29 16:15:49.137,-0.0036733243614435196,-0.013829496999581655,-0.03800334377835194,-0.030378838690618675,0.11428644011418025,0.10095168401797612
2024-10-14 16:15:31.884,-0.079729030529658,-0.1063805843393008,-0.013108811341226101,-0.004506240598857403,0.10570844014485677,0.08946055670579274
2024-10-14 16:15:46.435,-0.029662666221459705,-0.06432671844959259,-0.017576199645797413,-0.012234989553689957,0.0997286190589269,0.08262528727451961
2024-10-24 16:15:33.134,-0.15685262034336725,-0.17572304358084997,0.01565508358180523,0.016279665132363636,0.0917728121081988,0.07030827303727467
2024-10-24 16:15:47.693,-0.09476305109759171,-0.13276011496782303,0.001575019210577011,0.005831903467575709,0.09655333558718364,0.07622410108645757
2024-10-29 16:15:47.601,-0.04650855374832948,-0.032285258173942566,-0.005683170010646184,-0.0012121212979157765,0.09065187474091847,0.07125441854198773
2024-11-13 16:15:28.109,-0.03386995506783327,-0.02326927085717519,-0.024224064002434414,-0.012989335771029195,0.0937642181913058,0.07706240192055702
2024-11-18 16:15:32.147,-0.10862399140993755,-0.08216280738512675,-0.010568785791595777,-0.0026624591555446386,0.09620363513628642,0.08036559199293454
2024-11-23 16:15:33.317,-0.23175980150699615,-0.25750090678532916,0.017934809749325115,0.02588054002262652,0.10515902936458588,0.08801681300004323
2024-11-23 16:15:47.874,-0.14516015723347664,-0.22280914336442947,0.009226992105444273,0.02193293906748295,0.07656066368023555,0.06364039642115434
2024-11-28 16:15:45.296,-0.0060852256913979845,-0.1380913450072209,-0.029298038532336552,-0.008001780758301416,0.06348226219415665,0.0511319184054931
2024-12-03 16:15:33.114,-0.009578956911961237,-0.13977717297772566,-0.03125738973418871,-0.007911723107099533,0.06940909971793492,0.054743753746151924
2024-12-03 16:15:47.669,-0.02288394091495623,-0.14932701674600443,-0.03485959768295288,-0.006223828221360843,0.07859144608179729,0.0612458810210228
2024-12-13 16:15:33.709,-0.15840294875670224,-0.23587256173292795,0.0045795738697052,0.02765120007097721,0.08887395759423573,0.06966872389117877
2024-12-13 16:15:48.262,-0.06185155032047381,-0.18990561862786612,-0.026885562886794407,0.011743203775646785,0.07154142235716184,0.05756707116961479
2024-12-18 16:15:45.726,-0.03180374205112457,-0.17525630444288254,-0.03525559604167938,0.010850756467940906,0.07958179091413815,0.06607260306676228
2024-12-23 16:15:48.465,0.06314936652779579,-0.12624456733465195,-0.06918708483378093,-0.006165191802817087,0.06282577415307362,0.051202873388926186
